RAID Rent Affordability Indicator,Households where rent payments are less than or equal to 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Households where rent payments are more than 30% of household income,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to be determined,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,
RNTRD Rent (weekly) Ranges,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$474,$475-$499,$500-$524,$525-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated,Not applicable
Ormeau (East) - Stapylton,3,0,0,0,0,6,6,5,16,21,16,7,10,32,90,191,187,63,38,14,26,5,0,0,0,0,0,0,0,0,0,0,4,3,9,15,23,19,7,12,17,63,65,103,28,18,3,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,23,29,13,3,0,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2357,3,0,0,0,3,10,12,8,32,46,38,22,25,55,164,280,321,104,60,21,41,15,11,0,8,39,2357
Ormeau (West) - Yatala,0,0,4,0,3,3,0,0,3,4,0,4,10,22,55,79,88,38,34,12,42,12,4,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,10,34,39,41,16,10,3,19,9,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,9,0,0,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3201,0,0,8,0,3,3,7,4,3,3,3,9,16,34,96,123,141,56,44,14,59,23,7,4,8,26,3201
Pimpama - North,0,0,3,0,8,0,13,5,13,5,42,20,13,38,114,132,146,43,56,23,50,16,3,0,0,0,0,0,0,0,0,0,4,3,0,7,8,39,22,16,32,66,76,59,18,34,8,32,19,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,15,16,4,9,8,6,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,0,0,3,3,8,4,16,10,20,17,90,37,32,81,193,232,222,74,89,36,89,37,11,3,3,35,2137
Pimpama - South,0,0,0,4,6,3,3,5,3,0,8,15,23,128,253,324,352,76,37,7,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,18,15,59,142,191,169,28,14,3,16,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,28,42,29,0,8,0,10,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1366,0,0,0,4,6,3,5,5,4,3,27,33,38,198,425,556,559,114,59,7,31,7,4,0,5,50,1366
Upper Coomera (South) - Wongawallan,0,0,0,0,3,0,3,0,8,0,8,0,9,0,16,16,62,51,58,28,106,26,9,8,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,21,34,24,22,6,42,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,3,0,11,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2983,0,0,0,0,3,0,4,0,12,4,9,4,12,3,33,37,107,81,79,36,162,40,19,7,0,29,2983
Upper Coomera - North,3,4,10,3,5,4,11,8,5,5,11,7,29,69,253,204,287,177,107,52,76,23,5,4,0,0,0,5,0,0,0,3,0,6,0,10,4,15,6,15,66,172,142,184,78,74,16,63,18,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,19,25,34,15,15,7,11,4,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4336,5,4,10,6,10,8,11,6,19,10,31,13,46,142,443,369,500,271,197,78,150,41,9,6,13,74,4336
Willow Vale - Pimpama (West),0,0,0,0,0,0,0,0,0,5,7,10,36,44,109,131,228,65,34,10,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,26,40,61,89,87,18,19,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,12,18,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,4,5,9,0,0,3,15,20,67,83,178,235,333,87,54,10,27,0,4,6,7,26,1313
Clear Island Waters,0,0,0,0,0,4,0,0,0,3,5,4,4,4,6,4,9,12,15,3,16,8,9,4,25,0,0,0,0,0,0,0,0,0,0,5,0,7,4,9,5,6,4,5,3,13,6,18,14,16,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0,0,0,7,0,0,7,3,11,13,11,11,6,8,20,14,30,10,33,24,20,19,54,12,1480
Merrimac,3,0,0,0,0,0,10,0,0,3,4,4,7,17,43,29,77,57,62,22,45,9,3,0,7,0,0,0,0,0,0,0,0,3,0,7,0,5,3,18,19,71,49,60,45,51,10,35,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,10,5,7,6,0,6,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,3,0,0,0,3,3,7,5,9,4,13,12,22,35,121,92,148,114,114,37,85,19,12,0,10,26,1919
Varsity Lakes,13,20,55,19,20,17,15,11,30,6,10,6,34,33,70,35,165,124,128,67,260,99,31,11,5,0,0,0,5,9,6,12,10,7,18,32,6,9,7,51,44,107,56,125,109,132,74,229,74,27,10,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,11,3,13,16,23,11,39,18,5,4,5,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,7,0,0,0,0,0,4117,12,28,70,23,32,31,25,28,71,13,22,11,93,77,188,105,312,245,287,150,535,193,65,24,17,82,4117
Robina - East,0,0,10,0,3,4,3,9,25,3,3,5,10,7,18,29,54,51,93,47,226,99,51,19,10,0,0,0,0,0,0,0,7,6,21,55,7,13,3,12,4,22,30,52,32,81,43,138,73,37,11,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,6,10,9,6,32,20,9,0,6,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4611,0,0,11,3,5,13,17,30,87,10,25,8,18,9,37,60,119,93,177,95,406,200,101,38,34,59,4611
Robina - West,0,0,0,4,8,5,5,5,0,0,10,0,5,8,30,32,75,52,71,64,266,87,11,0,3,0,0,0,0,0,0,0,0,0,0,4,6,10,5,3,22,36,37,70,47,70,43,197,43,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,3,45,3,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2451,0,0,0,4,7,5,8,6,5,3,18,5,11,28,72,70,154,101,157,111,506,134,23,3,8,28,2451
Ashmore,0,3,12,3,16,7,19,8,4,9,18,18,17,22,38,33,44,37,44,19,92,44,11,3,3,0,0,0,0,0,3,11,0,28,10,15,3,21,20,33,20,52,25,42,25,38,18,52,32,8,5,4,0,0,0,0,0,0,5,0,4,3,0,0,0,0,7,0,4,6,14,0,4,0,12,6,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,14,11,27,10,53,15,20,12,40,36,63,43,92,61,98,61,87,43,154,85,33,5,10,37,3957
Molendinar,6,8,23,12,25,9,21,3,11,4,7,5,13,22,26,14,18,9,11,8,65,53,17,4,0,0,0,0,0,9,0,11,3,4,0,3,0,11,3,16,15,27,14,12,10,17,4,53,22,9,3,6,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,17,11,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1534,6,14,35,15,34,17,26,3,13,4,19,13,28,36,52,32,35,17,26,14,139,80,29,7,6,34,1534
Parkwood,0,0,10,4,11,3,13,0,3,6,6,0,11,4,17,14,40,26,40,29,117,55,12,3,0,0,0,0,0,0,0,4,0,9,3,0,4,4,4,6,0,24,6,22,19,21,15,80,35,8,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,5,0,7,3,23,12,10,4,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,3,0,11,4,13,9,33,6,7,6,17,3,13,6,44,21,71,48,69,49,225,99,30,8,3,41,2143
Southport - North,21,26,123,32,33,28,35,20,37,36,165,116,185,234,280,286,231,80,123,48,152,35,5,3,6,0,0,0,4,25,11,29,18,31,13,77,67,220,196,312,277,301,282,209,74,129,56,190,30,19,3,12,0,0,0,0,10,0,3,3,0,0,4,3,7,10,21,16,21,29,25,7,14,4,36,8,0,0,0,133,0,0,0,4,0,0,0,0,0,0,0,10,0,14,8,3,7,0,0,8,0,7,3,0,0,5,4,4254,26,35,162,45,73,45,71,32,115,109,406,324,532,534,603,605,467,162,272,109,385,75,23,13,20,139,4254
Southport - South,24,24,90,32,38,29,39,19,27,15,67,67,96,99,146,97,154,96,133,51,233,91,31,18,11,0,0,5,6,20,15,9,14,39,13,49,46,100,74,128,98,131,100,137,77,100,55,222,65,24,13,19,0,0,0,0,5,4,4,0,3,0,4,0,9,7,3,4,10,3,19,22,20,10,52,18,6,0,0,122,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,0,0,10,5185,30,33,115,55,56,50,86,38,85,59,184,150,229,198,291,196,312,190,258,114,500,177,60,32,36,131,5185
Benowa,0,0,0,0,0,0,3,0,8,0,3,4,5,8,16,13,30,4,15,14,49,53,30,29,21,0,0,0,0,0,0,0,0,0,0,11,0,9,4,6,0,8,12,36,12,16,15,54,60,22,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,5,3,8,4,8,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3171,0,0,7,0,3,7,11,0,15,5,15,8,13,9,28,29,62,25,39,27,112,119,57,60,63,33,3171
Bundall,0,0,0,0,0,0,0,0,0,0,4,5,7,11,15,25,39,12,9,3,30,27,12,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,27,15,30,9,14,3,22,12,19,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1553,0,0,0,0,0,3,3,0,3,0,6,5,20,20,42,39,75,23,25,11,55,38,35,17,26,20,1553
Main Beach,0,0,0,5,4,0,0,0,4,4,10,7,18,11,16,11,21,17,14,7,46,18,14,11,7,0,0,0,0,0,0,0,0,7,0,0,3,15,6,18,7,17,10,20,6,19,16,47,34,20,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,3,6,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,3,3,2487,0,0,3,5,4,0,7,0,3,6,26,18,35,25,40,20,50,22,38,27,97,63,42,22,23,21,2487
Surfers Paradise - North,7,0,14,3,22,5,17,22,33,21,90,80,84,51,124,63,97,52,92,50,145,75,16,6,15,0,0,0,0,0,0,74,16,16,25,47,55,139,124,129,76,119,47,98,51,96,27,151,66,23,13,36,0,0,0,0,0,0,7,0,0,0,0,3,8,6,9,13,11,3,15,8,13,0,17,8,0,0,4,67,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,5,0,3,0,4,4,13,8,12,3,11,16,6297,7,0,18,3,102,25,35,46,78,85,232,217,222,137,254,116,213,113,208,83,323,157,57,25,63,80,6297
Surfers Paradise - South,9,3,7,7,17,8,29,16,41,33,108,79,137,97,183,65,113,58,90,30,139,51,20,15,29,0,0,0,0,0,7,34,9,19,22,69,72,125,80,162,92,147,53,90,47,98,23,141,50,22,9,31,0,0,0,0,0,0,0,0,0,3,6,5,7,8,8,6,22,7,15,9,13,0,23,13,9,5,8,96,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,10,4,3,19,17,6746,9,0,7,12,54,20,50,39,115,107,245,171,309,191,353,128,220,125,201,54,302,130,44,33,85,110,6746
Darra - Sumner,0,4,7,3,7,3,11,5,24,13,34,33,73,97,34,10,18,8,6,5,3,0,0,0,0,0,0,0,0,3,0,3,3,3,3,15,5,25,19,39,28,11,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,3,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,5,4,7,3,9,11,16,13,43,26,63,56,119,131,46,17,27,12,13,5,9,0,0,0,0,32,1182
Durack,12,6,36,12,14,5,11,7,20,46,36,33,125,61,38,25,29,19,8,6,5,0,0,0,0,0,0,0,0,0,0,9,4,15,4,21,50,39,27,78,27,24,6,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,6,3,11,5,8,6,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2307,13,7,39,7,21,19,24,14,41,103,78,66,222,101,73,34,46,21,17,5,8,3,0,0,0,43,2307
Inala - Richlands,48,68,229,100,130,106,105,45,82,99,234,150,411,134,48,66,37,3,10,7,9,3,0,0,0,0,0,16,18,39,58,61,46,64,41,62,93,183,101,232,72,31,20,20,3,7,0,8,0,5,4,3,0,0,6,4,26,10,18,18,10,0,8,12,37,13,26,15,6,3,3,3,4,0,4,0,0,0,0,184,0,0,0,0,0,3,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3424,63,90,294,167,209,165,184,89,145,203,462,260,674,226,79,91,61,10,19,8,21,5,4,4,3,188,3424
Oxley (Qld),7,5,14,9,4,4,12,0,7,9,14,25,54,72,119,45,63,33,36,24,47,8,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,12,8,33,30,37,19,14,7,11,0,9,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,7,7,4,4,5,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2361,3,9,20,10,14,6,15,6,9,11,27,32,93,108,168,66,80,43,49,29,57,15,6,0,5,36,2361
Wacol,3,6,28,26,26,23,25,5,20,18,46,24,39,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,9,11,8,3,14,16,15,25,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,5,5,0,4,5,0,0,0,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,536,10,6,37,32,28,33,31,10,17,34,72,44,66,8,9,0,3,5,4,0,5,4,0,3,0,38,536
Doolandella,0,3,0,0,3,3,8,4,8,3,9,103,222,74,59,44,81,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,54,124,30,28,25,23,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,14,6,10,4,7,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,5,3,0,0,3,3,9,5,20,12,23,157,358,110,96,74,112,54,15,0,12,3,3,0,0,24,1798
Forest Lake - Ellen Grove,5,3,17,7,15,21,20,10,24,5,43,76,425,206,266,115,131,39,41,19,32,12,5,0,0,0,0,0,3,0,0,5,6,9,0,14,8,28,54,257,78,95,56,33,18,15,0,10,4,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,6,4,37,14,24,18,12,3,8,3,8,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5786,5,7,17,7,24,24,30,9,41,14,73,134,718,295,380,180,176,64,60,23,42,10,6,0,4,81,5786
Boonah,6,4,10,9,15,11,27,18,51,58,90,40,31,17,23,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,12,8,20,41,40,42,16,15,9,3,0,6,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,8,0,0,0,3,0,0,0,0,0,0,0,0,39,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4786,11,8,10,11,26,22,31,50,86,103,141,53,58,24,26,3,10,5,5,3,3,4,0,0,4,48,4786
Esk,6,0,13,4,14,3,17,10,44,19,28,10,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,24,21,30,9,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2334,14,0,13,3,17,10,41,38,75,33,60,9,20,0,10,0,0,0,0,0,0,0,0,0,0,27,2334
Lake Manchester - England Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockyer Valley - East,3,3,31,4,14,7,46,32,62,51,175,91,75,34,42,7,27,6,12,0,7,4,0,0,0,0,0,4,0,9,0,4,13,33,17,63,71,130,55,55,15,32,16,15,4,17,0,6,0,3,0,4,0,0,0,0,3,0,0,0,6,5,13,5,28,11,9,9,10,3,0,0,0,0,8,0,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6876,7,7,40,9,23,22,88,51,135,137,333,158,140,60,79,22,42,12,31,3,20,4,3,0,0,71,6876
Lowood,4,4,7,5,20,11,41,20,51,55,137,56,82,20,23,4,7,0,6,0,9,0,0,0,0,0,0,0,0,0,0,11,6,19,21,69,47,83,49,64,6,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,19,3,21,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,4,4,7,11,34,24,61,46,126,110,239,111,164,35,36,9,14,7,3,0,17,0,4,0,0,39,4539
Rosewood,3,14,17,10,20,5,51,35,45,52,97,47,78,52,56,3,25,0,5,7,14,0,3,0,0,0,0,0,0,0,0,6,13,49,32,31,63,72,26,35,13,15,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,6,14,0,16,4,4,0,0,0,0,0,5,0,0,0,0,44,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3990,9,11,23,11,26,22,108,77,84,127,178,76,128,68,75,8,36,5,5,5,25,0,6,0,0,53,3990
Brassall,6,11,28,7,16,11,27,90,176,114,209,135,264,79,30,4,9,0,4,0,4,0,0,0,0,0,0,4,5,0,8,15,9,31,75,88,91,131,58,101,29,16,22,0,3,3,0,0,4,0,0,6,0,0,0,0,0,8,0,7,4,6,22,5,15,11,26,4,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2942,9,13,29,17,32,29,69,178,289,210,361,203,391,113,44,32,11,4,13,0,7,6,0,0,6,58,2942
Bundamba,5,9,32,18,21,9,16,29,110,81,262,88,112,33,17,4,8,0,6,0,0,0,0,0,0,0,0,5,5,3,4,5,8,12,33,68,72,127,28,45,6,5,0,0,4,4,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,5,10,4,14,11,3,0,6,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2545,8,13,39,19,28,15,37,60,192,161,413,127,161,44,22,4,8,0,5,0,12,0,4,0,0,68,2545
Churchill - Yamanto,0,0,3,3,7,4,5,15,141,41,61,55,81,25,23,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,32,36,46,33,26,11,9,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,8,9,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1804,0,9,4,7,7,9,11,38,184,81,118,85,114,36,31,0,8,3,8,0,0,0,0,0,0,36,1804
Ipswich - Central,21,13,40,12,21,7,35,28,60,73,75,50,46,29,18,9,7,0,6,0,4,0,0,0,0,0,0,0,4,7,3,21,8,39,46,69,70,53,21,28,6,7,5,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,6,6,5,3,4,5,0,0,0,6,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1940,22,15,43,15,48,17,75,75,130,148,131,73,80,34,24,9,12,6,14,0,8,3,0,0,5,40,1940
Ipswich - East,24,21,85,34,38,19,49,49,221,222,316,190,145,46,32,7,10,3,3,3,5,0,0,0,0,0,0,4,3,22,10,33,19,66,65,190,236,208,71,73,17,8,4,4,0,3,0,6,0,4,0,0,0,0,0,8,14,7,3,0,6,3,20,23,33,12,17,7,4,0,0,0,3,0,0,0,0,0,0,92,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5351,28,28,120,50,80,42,123,119,433,483,567,275,240,64,49,8,19,3,8,6,8,0,0,0,0,97,5351
Ipswich - North,0,0,0,0,0,0,3,8,11,10,21,12,11,17,21,8,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,15,16,6,3,5,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,0,0,4,0,0,3,3,5,17,25,36,22,21,20,29,13,9,4,3,0,10,7,0,0,0,12,1388
Karalee - Barellan Point,0,0,3,3,5,0,3,4,12,6,12,8,12,14,30,16,9,3,5,4,15,5,0,0,0,0,0,0,0,0,0,0,5,0,3,3,9,3,8,10,8,16,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,6,3,5,5,4,3,22,12,17,15,22,19,47,20,14,5,9,3,21,11,0,0,0,8,2014
Karana Downs,0,0,0,0,0,0,4,0,6,0,14,11,9,12,17,8,4,3,3,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,10,7,10,5,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,0,0,0,4,0,8,3,19,16,16,20,29,16,11,9,3,4,26,9,5,0,0,5,1975
Leichhardt - One Mile,7,16,59,16,18,25,26,38,124,112,129,139,155,13,16,0,5,4,5,0,0,0,0,0,0,0,0,0,3,11,8,20,16,33,52,107,121,98,51,75,9,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,6,0,0,0,15,11,11,10,19,4,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1805,14,16,69,23,40,45,60,97,247,245,240,197,244,26,19,0,3,0,7,0,3,6,0,0,3,43,1805
North Ipswich - Tivoli,3,3,7,4,8,3,22,26,38,58,78,33,45,13,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,24,56,37,40,49,22,13,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2172,5,4,7,7,21,17,49,85,79,101,127,57,61,16,7,0,8,5,4,0,0,0,0,0,0,36,2172
Raceview,7,8,24,31,27,8,20,27,244,79,176,165,248,66,33,8,10,6,0,0,7,0,0,0,0,0,0,0,0,0,3,5,15,30,38,73,67,116,99,102,16,20,4,3,0,0,3,0,3,0,0,5,0,0,0,0,3,4,0,0,4,3,45,12,21,15,19,9,3,0,3,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3970,4,5,34,40,33,30,55,72,362,160,309,274,365,92,54,13,19,6,8,5,8,0,0,0,5,69,3970
